Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22
Model:,LI-7810,,,,,,,,,,,,,,,,,,,,
SN:,TG10-01593,,,,,,,,,,,,,,,,,,,,
Software Version:,2.3.8,,,,,,,,,,,,,,,,,,,,
Timestamp:,2023-07-06 12:50:04,,,,,,,,,,,,,,,,,,,,
Timezone:,US/Eastern,,,,,,,,,,,,,,,,,,,,
DATAH,SECONDS,NANOSECONDS,NDX,DIAG,REMARK,DATE,TIME,H2O,CO2,CH4,CAVITY_P,CAVITY_T,LASER_PHASE_P,LASER_T,RESIDUAL,RING_DOWN_TIME,THERMAL_ENCLOSURE_T,PHASE_ERROR,LASER_T_SHIFT,INPUT_VOLTAGE,CHK
DATAU,secs,nsecs,index,diag,,date,time,ppm,ppm,ppb,kPa,°C,kPa,°C,,µsecs,°C,counts,°C,V,CHK
DATA,1688666818,93405008,18466,0,A3B1 3,2023-07-06,14:06:58,43175.852,429.04956,1994.5417,39.804,55.0003,32.843,37.3718,0.00549476,11.7182,54.499,-158.25,-0.0339461,15.8775,237
DATA,1688666819,93405008,18470,0,A3B1 3,2023-07-06,14:06:59,43200.52,427.69055,1994.7332,39.8044,55.0003,32.8401,37.3718,0.00551953,11.7182,54.499,-160.75,-0.0339461,15.8775,253
DATA,1688666820,93405008,18474,0,A3B1 3,2023-07-06,14:07:00,43233.273,430.47717,1995.3129,39.8052,55.0003,32.8397,37.3718,0.00545098,11.7187,54.499,14.5,-0.0339461,15.8759,164
DATA,1688666821,93405008,18478,0,A3B1 3,2023-07-06,14:07:01,43261.676,430.80591,1995.2552,39.8068,55.0003,32.8393,37.3718,0.0054368,11.7178,54.4992,35,-0.0339461,15.8755, 74
DATA,1688666822,93087911,18482,0,A3B1 3,2023-07-06,14:07:02,43291.996,431.43051,1995.5994,39.8068,55.0003,32.8418,37.3718,0.00544333,11.718,54.4996,90,-0.0339461,15.8755, 84
DATA,1688666823,93087911,18486,0,A3B1 3,2023-07-06,14:07:03,43331.391,430.91089,1995.6165,39.806,55.0003,32.843,37.3718,0.00545385,11.7181,54.4998,10.75,-0.0339461,15.8763,172
DATA,1688666824,93087911,18490,0,A3B1 3,2023-07-06,14:07:04,43370.875,432.50781,1995.9633,39.8064,55.0003,32.8422,37.3718,0.00546142,11.7177,54.4998,-3,-0.0339461,15.8755,122
DATA,1688666825,93087911,18494,0,A3B1 3,2023-07-06,14:07:05,43410.066,433.59515,1996.6748,39.8077,55.0003,32.843,37.3716,0.00545406,11.7181,54.4998,32.25,-0.0339461,15.8759,233
DATA,1688666826,93087911,18498,0,A3B1 3,2023-07-06,14:07:06,43454.648,433.1283,1996.5586,39.8077,55.0003,32.8446,37.3716,0.0054517,11.7176,54.4998,-116.5,-0.0339461,15.8759,248
DATA,1688666827,93087911,18502,0,A3B1 3,2023-07-06,14:07:07,43501.098,430.48514,1996.3566,39.8085,55.0003,32.843,37.3718,0.00547248,11.7175,54.4998,-51.75,-0.0339461,15.8759, 27
DATA,1688666828,93087911,18506,0,A3B1 3,2023-07-06,14:07:08,43541.75,428.84247,1996.2926,39.8081,55.0003,32.8413,37.3718,0.0054777,11.7165,54.4998,-13.25,-0.0339461,15.8759,238
DATA,1688666829,93087911,18510,0,A3B1 3,2023-07-06,14:07:09,43586.398,430.11581,1996.3442,39.8089,55.0003,32.8409,37.3718,0.0054689,11.7164,54.4998,110.75,-0.0339461,15.8755, 38
DATA,1688666830,92768907,18514,0,A3B1 3,2023-07-06,14:07:10,43628.512,430.18478,1995.9596,39.8089,55.0003,32.8442,37.3718,0.00546526,11.7168,54.4998,17,-0.0339461,15.8752,150
DATA,1688666831,92768907,18518,0,A3B1 3,2023-07-06,14:07:11,43669.117,428.94193,1996.0269,39.8081,55.0003,32.8438,37.3718,0.00547752,11.7163,54.4998,-95.5,-0.0339461,15.8748, 49
DATA,1688666832,92768907,18522,0,A3B1 3,2023-07-06,14:07:12,43710.914,428.22943,1996.4641,39.8097,55.0003,32.8409,37.3718,0.00548847,11.7162,54.4998,25.5,-0.0339461,15.8748,244
DATA,1688666833,92768907,18526,0,A3B1 3,2023-07-06,14:07:13,43755.723,427.896,1996.9231,39.8081,55.0003,32.8422,37.3718,0.00548589,11.7165,54.4998,-23.5,-0.0339461,15.8752,195
DATA,1688666834,92768907,18530,0,A3B1 3,2023-07-06,14:07:14,43804.359,426.32983,1997.0677,39.8093,55.0003,32.8409,37.3718,0.00552149,11.7157,54.4998,-62.5,-0.0339461,15.8744, 39
DATA,1688666835,92768907,18534,0,A3B1 3,2023-07-06,14:07:15,43850.09,428.50754,1997.559,39.8105,55.0003,32.8422,37.3718,0.00547976,11.7152,54.4996,70.5,-0.0339461,15.8744,143
DATA,1688666836,92768907,18538,0,A3B1 3,2023-07-06,14:07:16,43894.34,429.73874,1997.2936,39.8118,55.0003,32.8422,37.3718,0.00545856,11.7155,54.4998,-23.5,-0.0339461,15.8744,  4
DATA,1688666837,92462062,18542,0,A3B1 3,2023-07-06,14:07:17,43934.574,429.81073,1997.1472,39.8113,55.0003,32.8438,37.3718,0.00546855,11.7152,54.4996,149,-0.0339461,15.8728,188
DATA,1688666838,92462062,18546,0,A3B1 3,2023-07-06,14:07:18,43974.531,429.64813,1997.4749,39.8118,55.0003,32.845,37.3718,0.00547394,11.715,54.4998,48.25,-0.0339461,15.8728,205
DATA,1688666839,92462062,18550,0,A3B1 3,2023-07-06,14:07:19,44017.98,431.39542,2000.116,39.8122,55.0003,32.8475,37.3718,0.00549102,11.7148,54.4992,156.75,-0.0339461,15.8728,198
DATA,1688666840,92462062,18554,0,A3B1 3,2023-07-06,14:07:20,44051.602,436.41125,2003.3608,39.813,55.0003,32.8499,37.3718,0.00546566,11.7148,54.4992,-18.25,-0.0339461,15.8724,231
DATA,1688666841,92462062,18558,0,A3B1 3,2023-07-06,14:07:21,44091.223,432.52957,1999.4949,39.813,55.0003,32.8508,37.3718,0.00546624,11.7143,54.4992,67.25,-0.0339461,15.8716,224
DATA,1688666842,92462062,18562,0,A3B1 3,2023-07-06,14:07:22,44121.332,430.78107,1998.1132,39.8138,55.0003,32.8528,37.3716,0.00546638,11.7145,54.4996,-73.75,-0.0339461,15.8716, 47
DATA,1688666843,92462062,18566,0,A3B1 3,2023-07-06,14:07:23,44153.973,429.72128,1998.3491,39.8134,55.0003,32.8504,37.3714,0.00547428,11.714,54.4998,59.25,-0.0339461,15.872,176
DATA,1688666844,92462062,18570,0,A3B1 3,2023-07-06,14:07:24,44165.895,428.88287,1997.9558,39.8085,55.0003,32.852,37.3714,0.00551298,11.7137,54.4998,-974,-0.0339461,15.8728,215
DATA,1688666845,92133998,18574,0,A3B1 3,2023-07-06,14:07:25,44176.445,432.65744,1997.8741,39.8134,55.0003,32.8291,37.3714,0.00546019,11.7135,54.4998,-3536.5,-0.0339461,15.8724,133
DATA,1688666846,92133998,18578,0,A3B1 3,2023-07-06,14:07:26,44185.648,439.84845,1996.9753,39.8146,55.0003,32.7643,37.3714,0.00531316,11.7134,54.4998,-2767.5,-0.0345383,15.8724,158
DATA,1688666847,92133998,18582,0,A3B1 3,2023-07-06,14:07:27,44203.934,452.10486,1997.5964,39.8199,55.0003,32.7156,37.371,0.0051815,11.7138,54.4998,-610.75,-0.0347357,15.8716, 38
DATA,1688666848,92133998,18586,0,A3B1 3,2023-07-06,14:07:28,44226.539,446.73135,1997.2467,39.815,55.0003,32.7041,37.371,0.00525747,11.714,54.4998,-588.5,-0.0347357,15.8724,197
DATA,1688666849,92133998,18590,0,A3B1 3,2023-07-06,14:07:29,44240.285,437.97009,1997.3123,39.8142,55.0003,32.6898,37.371,0.00534302,11.7139,54.4998,-237.75,-0.0347357,15.8724, 85
DATA,1688666850,92133998,18594,0,A3B1 3,2023-07-06,14:07:30,44252.371,438.85062,1997.6029,39.8158,55.0003,32.6914,37.371,0.00532885,11.7136,54.4998,354,-0.0347357,15.872, 89
DATA,1688666851,92133998,18598,0,A3B1 3,2023-07-06,14:07:31,44268.082,428.11359,1997.5734,39.8097,55.0003,32.6931,37.3708,0.00550071,11.714,54.4998,-205,-0.0347357,15.8724,182
DATA,1688666852,91814994,18602,0,A3B1 3,2023-07-06,14:07:32,44275.117,423.35342,1997.4286,39.8068,55.0003,32.6877,37.3708,0.00559324,11.7137,54.4998,-771.75,-0.0347357,15.8708,141
DATA,1688666853,91814994,18606,0,A3B1 3,2023-07-06,14:07:33,44280.504,426.04276,1997.8542,39.8089,55.0003,32.68,37.371,0.00553763,11.7138,54.5005,-749.5,-0.0347357,15.8712,168
DATA,1688666854,91814994,18610,0,A3B1 3,2023-07-06,14:07:34,44288.738,433.8334,1997.8519,39.8134,55.0003,32.6738,37.371,0.00540203,11.7138,54.5005,-185,-0.0347357,15.8712,112
DATA,1688666855,91814994,18614,0,A3B1 3,2023-07-06,14:07:35,44294.152,437.46234,1997.9133,39.8158,55.0003,32.6746,37.371,0.0053547,11.7137,54.5005,201.75,-0.0347357,15.8708,220
DATA,1688666856,91814994,18618,0,A3B1 3,2023-07-06,14:07:36,44297.969,435.47464,1998.2664,39.8134,55.0003,32.6775,37.371,0.00537199,11.7136,54.5005,-84.25,-0.0347357,15.8712, 45
DATA,1688666857,91814994,18622,0,A3B1 3,2023-07-06,14:07:37,44304.215,431.87854,1998.2405,39.8126,55.0003,32.6738,37.371,0.00542511,11.7132,54.5005,-80.75,-0.0347357,15.8712,248
DATA,1688666858,91814994,18626,0,A3B1 3,2023-07-06,14:07:38,44305.297,431.25116,1998.2831,39.8105,55.0003,32.6714,37.371,0.0054375,11.7132,54.5005,-257.5,-0.0347357,15.8712,199
DATA,1688666859,91814994,18630,0,A3B1 3,2023-07-06,14:07:39,44313.844,432.68661,1998.7383,39.8113,55.0003,32.6656,37.3708,0.00541393,11.7134,54.5005,-147,-0.0347357,15.8712,222
DATA,1688666860,91496944,18634,0,A3B1 3,2023-07-06,14:07:40,44323.676,434.08948,1999.2761,39.8122,55.0003,32.6636,37.3706,0.00539681,11.7137,54.5005,98.5,-0.0347357,15.8712,232
DATA,1688666861,91496944,18638,0,A3B1 3,2023-07-06,14:07:41,44330.68,432.88687,1999.1172,39.8113,55.0003,32.6664,37.3706,0.00539759,11.7144,54.5005,47.75,-0.0347357,15.8712,238
DATA,1688666862,91496944,18642,0,A3B1 3,2023-07-06,14:07:42,44343,431.87958,1999.2123,39.8109,55.0003,32.6652,37.371,0.00543138,11.7141,54.5005,14.25,-0.0347357,15.8712,  0
DATA,1688666863,91496944,18646,0,A3B1 3,2023-07-06,14:07:43,44347.285,431.87344,1998.6681,39.8109,55.0003,32.6624,37.371,0.00543418,11.7133,54.5005,-27.25,-0.0347357,15.8708, 15
DATA,1688666864,91496944,18650,0,A3B1 3,2023-07-06,14:07:44,44344.914,432.25568,1999.1268,39.8118,55.0003,32.6615,37.371,0.00543643,11.7142,54.5009,86.25,-0.0347357,15.8708,226
DATA,1688666865,91496944,18654,0,A3B1 3,2023-07-06,14:07:45,44340.527,439.09369,1999.7847,39.8138,55.0003,32.6664,37.371,0.00533581,11.7137,54.5013,588.5,-0.0347357,15.8712,250
DATA,1688666866,91496944,18658,0,A3B1 3,2023-07-06,14:07:46,44341.801,432.44562,1999.3341,39.8085,55.0003,32.6722,37.371,0.00541672,11.7133,54.5013,206.5,-0.0347357,15.8716,207
DATA,1688666867,91178894,18662,0,A3B1 3,2023-07-06,14:07:47,44346.777,427.04352,1999.5106,39.8077,55.0003,32.6775,37.371,0.00549688,11.7138,54.5013,285.75,-0.0347357,15.8712, 51
DATA,1688666868,91178894,18666,0,A3B1 3,2023-07-06,14:07:48,44344.469,428.79987,1998.9224,39.8101,55.0003,32.6841,37.3706,0.00547683,11.7135,54.5013,269.75,-0.0347357,15.8712,111
DATA,1688666869,91178894,18670,0,A3B1 3,2023-07-06,14:07:49,44335.879,427.33203,1998.7471,39.8089,55.0003,32.6882,37.3706,0.00550042,11.7133,54.5013,-81,-0.0347357,15.8708,182
DATA,1688666870,91178894,18674,0,A3B1 3,2023-07-06,14:07:50,44329.73,427.59937,1998.8979,39.8089,55.0003,32.6845,37.3708,0.00549845,11.713,54.5013,-185.75,-0.0347357,15.8708, 67
DATA,1688666871,91178894,18678,0,A3B1 3,2023-07-06,14:07:51,44330.258,427.61948,1999.5273,39.8089,55.0003,32.6832,37.371,0.00548039,11.7134,54.5013,-152,-0.0347357,15.8697,188
DATA,1688666872,91178894,18682,0,A3B1 3,2023-07-06,14:07:52,44335,427.47888,1999.875,39.8097,55.0003,32.6783,37.371,0.00549492,11.7135,54.5013,-190,-0.0347357,15.8697,214
DATA,1688666873,91178894,18686,0,A3B1 3,2023-07-06,14:07:53,44340.09,428.6619,2000.2074,39.8105,55.0003,32.673,37.371,0.00546885,11.7133,54.5013,-152.5,-0.0347357,15.8697, 98
DATA,1688666874,91178894,18690,0,A3B1 3,2023-07-06,14:07:54,44346.633,426.23965,2000.3439,39.8105,55.0003,32.6673,37.371,0.00550101,11.7136,54.5013,-228.75,-0.0347357,15.8697, 43
DATA,1688666875,90861082,18694,0,A3B1 3,2023-07-06,14:07:55,44357.727,433.82346,2004.8755,39.8126,55.0003,32.6664,37.371,0.0054454,11.7136,54.5013,93,-0.0347357,15.8697, 22
DATA,1688666876,90861082,18698,0,A3B1 3,2023-07-06,14:07:56,44370.73,435.60223,2005.1965,39.8126,55.0003,32.6714,37.3708,0.00541999,11.7131,54.5013,-39.5,-0.0347357,15.8701,197
DATA,1688666877,90861082,18702,0,A3B1 3,2023-07-06,14:07:57,44394.348,430.74286,2002.3724,39.8113,55.0003,32.6681,37.3708,0.00545908,11.7137,54.5013,-55.25,-0.0347357,15.8697, 50
DATA,1688666878,90861082,18706,0,A3B1 3,2023-07-06,14:07:58,44415.695,432.61084,2001.981,39.8122,55.0003,32.6693,37.371,0.00541882,11.7137,54.5013,97.75,-0.0347357,15.8697,169
DATA,1688666879,90861082,18710,0,A3B1 3,2023-07-06,14:07:59,44433.426,428.99792,2001.6835,39.8101,55.0003,32.6677,37.371,0.00546839,11.7126,54.5013,-165.5,-0.0347357,15.8697, 14
DATA,1688666880,90861082,18714,0,A3B1 3,2023-07-06,14:08:00,44451.715,429.87543,2002.1802,39.8109,55.0003,32.6656,37.371,0.00547076,11.7129,54.5013,12,-0.0347357,15.8697, 37
DATA,1688666881,90861082,18718,0,A3B1 3,2023-07-06,14:08:01,44472.359,430.18466,2003.0753,39.8126,55.0003,32.666,37.371,0.00546678,11.7122,54.5013,62,-0.0347357,15.8701,238
DATA,1688666882,90543031,18722,0,A3B1 3,2023-07-06,14:08:02,44500.199,431.83038,2004.1375,39.813,55.0003,32.6714,37.371,0.00545344,11.7124,54.5013,135,-0.0347357,15.8693,  9
DATA,1688666883,90543031,18726,0,A3B1 3,2023-07-06,14:08:03,44526.527,447.46951,2018.6066,39.8126,55.0003,32.6726,37.371,0.00546188,11.7125,54.5013,-143.25,-0.0347357,15.8689, 41
DATA,1688666884,90543031,18730,0,A3B1 3,2023-07-06,14:08:04,44554.285,444.35617,2018.0583,39.8122,55.0003,32.6685,37.371,0.00551749,11.7123,54.5013,-79,-0.0347357,15.8697, 95
DATA,1688666885,90543031,18734,0,A3B1 3,2023-07-06,14:08:05,44581.824,429.93201,2005.0256,39.813,55.0003,32.6685,37.3706,0.00550969,11.7124,54.5013,216.75,-0.0347357,15.8701,233
DATA,1688666886,90543031,18738,0,A3B1 3,2023-07-06,14:08:06,44610.465,431.39301,2003.0309,39.8187,55.0003,32.6734,37.3708,0.00541822,11.7126,54.5013,1042.25,-0.0347357,15.8697, 70
DATA,1688666887,90543031,18742,0,A3B1 3,2023-07-06,14:08:07,44645.613,429.54425,2003.8711,39.8163,55.0003,32.6849,37.371,0.00547689,11.712,54.5009,744.75,-0.0347357,15.8693,217
DATA,1688666888,90543031,18746,0,A3B1 3,2023-07-06,14:08:08,44678.504,417.63599,2003.2188,39.8081,55.0003,32.6877,37.371,0.00570806,11.7118,54.5009,-380.5,-0.0347357,15.8693, 11
DATA,1688666889,90543031,18750,0,A3B1 3,2023-07-06,14:08:09,44702.727,415.82434,2002.1696,39.8072,55.0003,32.6808,37.371,0.00574197,11.7116,54.5005,-607,-0.0347357,15.8681,143
DATA,1688666890,90224981,18754,0,A3B1 3,2023-07-06,14:08:10,44726.008,421.80804,2002.1146,39.8109,55.0003,32.6742,37.371,0.00562547,11.7121,54.5005,-303,-0.0347357,15.8681,108
DATA,1688666891,90224981,18758,0,A3B1 3,2023-07-06,14:08:11,44742.969,425.72681,2002.9916,39.8122,55.0003,32.6705,37.371,0.00552201,11.712,54.5005,7,-0.0347357,15.8681,196
DATA,1688666892,90224981,18762,0,A3B1 3,2023-07-06,14:08:12,44762.434,425.94949,2003.0525,39.8134,55.0003,32.6697,37.371,0.0055118,11.7117,54.5005,-34.75,-0.0347357,15.8677,201
DATA,1688666893,90224981,18766,0,A3B1 3,2023-07-06,14:08:13,44787.953,426.08044,2003.8344,39.8138,55.0003,32.6714,37.3708,0.00552172,11.7112,54.5005,23.25,-0.0347357,15.8677,251
DATA,1688666894,90224981,18770,0,A3B1 3,2023-07-06,14:08:14,44813.711,427.24643,2004.5525,39.8134,55.0003,32.671,37.3708,0.00549956,11.7113,54.5005,30.75,-0.0347357,15.8669,198
DATA,1688666895,90224981,18774,0,A3B1 3,2023-07-06,14:08:15,44843.172,426.83771,2004.7863,39.8142,55.0003,32.6705,37.3708,0.00551144,11.7111,54.5005,-65,-0.0347357,15.8677,150
DATA,1688666896,90224981,18778,0,A3B1 3,2023-07-06,14:08:16,44869.094,426.40433,2003.3606,39.8142,55.0003,32.6677,37.371,0.00551658,11.7113,54.5005,-40.75,-0.0347357,15.8673,253
DATA,1688666897,89906930,18782,0,A3B1 3,2023-07-06,14:08:17,44884.316,428.09882,2002.4908,39.8154,55.0003,32.6697,37.371,0.00548328,11.7107,54.5005,112.75,-0.0347357,15.8669, 33
DATA,1688666898,89906930,18786,0,A3B1 3,2023-07-06,14:08:18,44895.438,428.59528,2002.739,39.8154,55.0003,32.6734,37.371,0.00547973,11.7113,54.5011,142.25,-0.0347357,15.8673,238
DATA,1688666899,89906930,18790,0,A3B1 3,2023-07-06,14:08:19,44905.75,425.69687,2002.8333,39.8138,55.0003,32.6718,37.371,0.00552427,11.7113,54.5011,-88.25,-0.0347357,15.8681,225
DATA,1688666900,89906930,18794,0,A3B1 3,2023-07-06,14:08:20,44912.453,426.29251,2002.7574,39.8142,55.0003,32.6681,37.371,0.00551159,11.7112,54.5013,-47,-0.0347357,15.8681, 82
DATA,1688666901,89906930,18798,0,A3B1 3,2023-07-06,14:08:21,44914.996,427.08704,2002.8466,39.8154,55.0003,32.6677,37.371,0.00550517,11.7112,54.5013,9,-0.0347357,15.8681, 14
DATA,1688666902,89906930,18802,0,A3B1 3,2023-07-06,14:08:22,44920.484,427.28085,2002.3875,39.8154,55.0003,32.6677,37.3708,0.00550111,11.7112,54.5013,22,-0.0347357,15.8681, 82
DATA,1688666903,89906930,18806,0,A3B1 3,2023-07-06,14:08:23,44913.934,428.73328,2002.2129,39.8158,55.0003,32.6681,37.371,0.00547764,11.7114,54.5011,50.5,-0.0347357,15.8677,151
DATA,1688666904,89906930,18810,0,A3B1 3,2023-07-06,14:08:24,44893.164,430.69711,2000.9691,39.8175,55.0003,32.6681,37.371,0.00545919,11.7115,54.5011,143.75,-0.0347357,15.8669,  4
DATA,1688666905,89587926,18814,0,A3B1 3,2023-07-06,14:08:25,44859.359,431.38046,2001.2295,39.8167,55.0003,32.6726,37.371,0.00544058,11.7114,54.5005,50.75,-0.0347357,15.8665,217
DATA,1688666906,89587926,18818,0,A3B1 3,2023-07-06,14:08:26,44837.543,427.38287,2002.325,39.8154,55.0003,32.6705,37.371,0.00548261,11.7113,54.5005,-148.5,-0.0347357,15.8665,209
DATA,1688666907,89587926,18822,0,A3B1 3,2023-07-06,14:08:27,44820.609,425.05096,2003.1693,39.8126,55.0003,32.6648,37.371,0.00552677,11.7107,54.5005,-213.25,-0.0347357,15.8665, 50
DATA,1688666908,89587926,18826,0,A3B1 3,2023-07-06,14:08:28,44811.23,428.26309,2003.2695,39.8163,55.0003,32.6619,37.371,0.00546232,11.7114,54.5005,-28,-0.0347357,15.8665, 54
DATA,1688666909,89587926,18830,0,A3B1 3,2023-07-06,14:08:29,44787.352,426.72565,2002.6772,39.8163,55.0003,32.6595,37.371,0.00548987,11.7112,54.5005,-225,-0.0347357,15.8665,185
DATA,1688666910,89587926,18834,0,A3B1 3,2023-07-06,14:08:30,44769.504,429.6716,2002.5247,39.8158,55.0003,32.6558,37.3706,0.00544612,11.7116,54.5005,-136.75,-0.0347357,15.8657, 59
DATA,1688666911,89587926,18838,0,A3B1 3,2023-07-06,14:08:31,44756.785,431.78741,2003.2104,39.8179,55.0003,32.6538,37.3706,0.00542187,11.712,54.5007,199.75,-0.0347357,15.865,230
DATA,1688666912,89271068,18842,0,A3B1 3,2023-07-06,14:08:32,44749.773,433.51028,2003.6541,39.8167,55.0003,32.6583,37.371,0.00538319,11.7123,54.5005,145,-0.0347357,15.8646, 98
DATA,1688666913,89271068,18846,0,A3B1 3,2023-07-06,14:08:33,44749.938,431.21103,2003.6527,39.8175,55.0003,32.6619,37.3706,0.00542202,11.7121,54.5005,205.25,-0.0347357,15.8646, 26
DATA,1688666914,89271068,18850,0,A3B1 3,2023-07-06,14:08:34,44744.047,430.9498,2003.7234,39.8158,55.0003,32.666,37.371,0.00541768,11.7116,54.5007,83.75,-0.0347357,15.8653,112
DATA,1688666915,89271068,18854,0,A3B1 3,2023-07-06,14:08:35,44738.473,426.02975,2003.6342,39.815,55.0003,32.6677,37.371,0.00551134,11.712,54.5007,-102,-0.0347357,15.865,240
DATA,1688666916,89271068,18858,0,A3B1 3,2023-07-06,14:08:36,44719.801,433.01675,2004.4532,39.8236,55.0003,32.6685,37.371,0.00539732,11.712,54.5013,1212.75,-0.0347357,15.8653,248
DATA,1688666917,89271068,18862,0,A3B1 3,2023-07-06,14:08:37,44736.531,417.86707,2004.3939,39.8122,55.0003,32.6955,37.371,0.00568139,11.7119,54.5009,2914.5,-0.0347357,15.8661, 21
DATA,1688666918,89271068,18866,0,A3B1 3,2023-07-06,14:08:38,44732.27,409.58307,2004.0275,39.8126,55.0003,32.7496,37.3722,0.00586141,11.7122,54.5007,2256,-0.0329591,15.8661,158
DATA,1688666919,89271068,18870,0,A3B1 3,2023-07-06,14:08:39,44690.156,413.72925,2004.1289,39.815,55.0003,32.7967,37.3737,0.00573832,11.7122,54.5005,1090.75,-0.0323669,15.865, 14
DATA,1688666920,88953018,18874,0,A3B1 3,2023-07-06,14:08:40,44668.027,417.35175,2005.1301,39.8167,55.0003,32.8254,37.3735,0.00563805,11.7115,54.5005,459.75,-0.0323669,15.865,252
DATA,1688666921,88953018,18878,0,A3B1 3,2023-07-06,14:08:41,44649.816,419.14984,2005.5248,39.8175,55.0003,32.8336,37.3733,0.0055955,11.7114,54.5005,390.25,-0.0323669,15.8642, 17
DATA,1688666922,88953018,18882,0,A3B1 3,2023-07-06,14:08:42,44632.699,419.51285,2005.4026,39.8175,55.0003,32.8393,37.3733,0.00559423,11.7126,54.5005,98.25,-0.0323669,15.8634, 14
DATA,1688666923,88953018,18886,0,A3B1 3,2023-07-06,14:08:43,44621.055,422.11847,2006.155,39.8191,55.0003,32.8418,37.3733,0.00553387,11.7126,54.5005,-471.5,-0.0323669,15.8634,243
DATA,1688666924,88953018,18890,0,A3B1 3,2023-07-06,14:08:44,44589.199,429.80368,2005.8306,39.8204,55.0003,32.8164,37.3725,0.0054285,11.7116,54.5005,-3987.5,-0.0335513,15.8634, 62
DATA,1688666925,88953018,18894,0,A3B1 3,2023-07-06,14:08:45,44571.219,441.96167,2005.3806,39.8253,55.0003,32.7574,37.3694,0.00524623,11.7115,54.5005,-2077.5,-0.0365123,15.8634, 97
DATA,1688666926,88953018,18898,0,A3B1 3,2023-07-06,14:08:46,44575.902,439.96201,2004.9232,39.822,55.0003,32.7168,37.3682,0.00527761,11.7129,54.5005,-981.5,-0.0371045,15.8634,  7
DATA,1688666927,88634014,18902,0,A3B1 3,2023-07-06,14:08:47,44579.371,435.04285,2004.9343,39.8208,55.0003,32.6984,37.3682,0.00532502,11.7128,54.5005,-391.25,-0.0371045,15.8634, 83
DATA,1688666928,88634014,18906,0,A3B1 3,2023-07-06,14:08:48,44587.77,430.57474,2004.8708,39.8183,55.0003,32.6923,37.3682,0.00538431,11.712,54.5005,-270,-0.0371045,15.8634, 99
DATA,1688666929,88634014,18910,0,A3B1 3,2023-07-06,14:08:49,44591.715,428.39401,2005.0018,39.8175,55.0003,32.6845,37.3682,0.00542542,11.7128,54.5005,-136,-0.0371045,15.8634,181
DATA,1688666930,88634014,18914,0,A3B1 3,2023-07-06,14:08:50,44593.25,425.43341,2005.1984,39.8158,55.0003,32.6824,37.3684,0.00545828,11.7122,54.5005,-148.75,-0.0371045,15.8638, 34
DATA,1688666931,88634014,18918,0,A3B1 3,2023-07-06,14:08:51,44592.703,426.78027,2004.9075,39.8167,55.0003,32.6783,37.3686,0.00545347,11.7124,54.5005,-55.25,-0.0371045,15.8634, 42
DATA,1688666932,88634014,18922,0,A3B1 3,2023-07-06,14:08:52,44592.816,426.05106,2004.9244,39.8163,55.0003,32.6771,37.3686,0.005447,11.7126,54.5005,45.25,-0.0371045,15.8638,135
DATA,1688666933,88634014,18926,0,A3B1 3,2023-07-06,14:08:53,44598.098,425.99451,2005.509,39.8171,55.0003,32.6783,37.3686,0.00545285,11.7123,54.5005,-20,-0.0371045,15.8638,105
DATA,1688666934,88634014,18930,0,A3B1 3,2023-07-06,14:08:54,44614.547,425.45355,2006.0656,39.8163,55.0003,32.6775,37.3686,0.00545885,11.7129,54.5005,-2.75,-0.0371045,15.8638,  0
DATA,1688666935,88315010,18934,0,A3B1 3,2023-07-06,14:08:55,44636.402,425.02896,2005.8503,39.8167,55.0003,32.6783,37.3686,0.0054669,11.7121,54.5005,29,-0.0371045,15.8638, 49
DATA,1688666936,88315010,18938,0,A3B1 3,2023-07-06,14:08:56,44659.938,423.86047,2006.2,39.815,55.0003,32.6783,37.3682,0.00548679,11.7122,54.5005,4,-0.0371045,15.8634,110
DATA,1688666937,88315010,18942,0,A3B1 3,2023-07-06,14:08:57,44691.402,422.36963,2006.2592,39.815,55.0003,32.6755,37.3682,0.00550362,11.7123,54.5005,-56.75,-0.0371045,15.8634,230
DATA,1688666938,88315010,18946,0,A3B1 3,2023-07-06,14:08:58,44722.5,423.54672,2006.3188,39.8163,55.0003,32.6746,37.3684,0.00550092,11.7116,54.5005,16.5,-0.0371045,15.863, 34
DATA,1688666939,88315010,18950,0,A3B1 3,2023-07-06,14:08:59,44753.73,422.73398,2006.0184,39.8167,55.0003,32.6738,37.3686,0.00550322,11.7118,54.5005,-110.5,-0.0371045,15.8622,228
DATA,1688666940,88315010,18954,0,A3B1 3,2023-07-06,14:09:00,44783.812,423.77026,2006.1458,39.8175,55.0003,32.6746,37.3686,0.00547847,11.7119,54.5005,64.5,-0.0371045,15.8626,197
DATA,1688666941,88315010,18958,0,A3B1 3,2023-07-06,14:09:01,44817.414,423.81207,2006.2551,39.8179,55.0003,32.6779,37.3686,0.00547991,11.7114,54.5005,236.25,-0.0371045,15.8618, 39
DATA,1688666942,87997913,18962,0,A3B1 3,2023-07-06,14:09:02,44853.012,423.41986,2006.3884,39.8183,55.0003,32.6849,37.3686,0.00549259,11.7111,54.5005,447.25,-0.0371045,15.8622, 65
